handler,itemName,nbtInfo,modId,modRequired,excludedModId,priority,minVersion,maxVersion,itemNotes
micdoodle8.mods.galacticraft.planets.mars.nei.MethaneSynthesizerRecipeHandler,GalacticraftMars:tile.marsMachineT2:4,,GalacticraftCore,TRUE,,,,,not tested
galaxyspace.core.nei.rocket.RocketT2RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalacticraftMars,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT2RecipeHandler,GalacticraftCore:item.schematic:1,,GalacticraftMars,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT3RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalacticraftMars,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT3RecipeHandler,GalacticraftMars:item.schematic:0,,GalacticraftMars,TRUE,,,,,missing transferRect
galaxyspace.core.nei.AssemblyMachineRecipeHandler,GalaxySpace:assemblymachine,,GalaxySpace,TRUE,,,,,cannot test
galaxyspace.core.nei.rocket.RocketT4RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT4RecipeHandler,GalaxySpace:item.SchematicTier4,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT5RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT5RecipeHandler,GalaxySpace:item.SchematicTier5,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT6RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT6RecipeHandler,GalaxySpace:item.SchematicTier6,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT7RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT7RecipeHandler,GalaxySpace:item.SchematicTier7,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT8RecipeHandler,GalacticraftCore:tile.rocketWorkbench,,GalaxySpace,TRUE,,,,,missing transferRect
galaxyspace.core.nei.rocket.RocketT8RecipeHandler,GalaxySpace:item.SchematicTier8,,GalaxySpace,TRUE,,,,,missing transferRect
net.bdew.gendustry.nei.ExtractorHandler,gendustry:Extractor,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.ImprinterHandler,gendustry:Imprinter,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.LiquifierHandler,gendustry:Liquifier,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.MutagenProducerHandler,gendustry:MutagenProducer,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.MutatronHandler,gendustry:Mutatron,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.MutatronHandler,gendustry:MutatronAdv,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.ReplicatorHandler,gendustry:Replicator,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.SamplerHandler,gendustry:Sampler,,gendustry,TRUE,,,,,
net.bdew.gendustry.nei.TransposerHandler,gendustry:Transposer,,gendustry,TRUE,,,,,
smelting,IC2:blockMachine:1,,IC2,TRUE,,-10,,,vanilla->IC2
smelting,IC2:blockMachine:2,,IC2,TRUE,,-10,,,
smelting,IC2:blockMachine:13,,IC2,TRUE,,-10,,,
ic2.neiIntegration.core.recipehandler.BlastFurnaceRecipeHandler,IC2:blockMachine3:1,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.BlockCutterRecipeHandler,IC2:blockMachine3:2,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.CentrifugeRecipeHandler,IC2:blockMachine2:3,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.CompressorRecipeHandler,IC2:blockMachine:5,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.ExtractorRecipeHandler,IC2:blockMachine:4,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.FluidCannerRecipeHandler,IC2:blockMachine:6,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.LatheRecipeHandler,IC2:blockMachine3:8,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.MaceratorRecipeHandler,IC2:blockMachine:3,,IC2,TRUE,,,,,
metalformer,IC2:blockMachine2:4,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.OreWashingRecipeHandler,IC2:blockMachine2:5,,IC2,TRUE,,,,,
ic2.neiIntegration.core.recipehandler.SolidCannerRecipeHandler,IC2:blockMachine2:9,,IC2,TRUE,,,,,
gtpp.recipe.alloyblastsmelter,gregtech:gt.blockmachines:810,,miscutils,TRUE,,,,,
gtpp.recipe.rocketenginefuel,gregtech:gt.blockmachines:793,,miscutils,TRUE,,,,,
gtpp.recipe.rocketenginefuel,gregtech:gt.blockmachines:794,,miscutils,TRUE,,,,,
gtpp.recipe.rocketenginefuel,gregtech:gt.blockmachines:795,,miscutils,TRUE,,,,,
gtpp.recipe.rocketenginefuel,gregtech:gt.blockmachines:996,,miscutils,TRUE,,,,,
gtpp.recipe.cyclotron,gregtech:gt.blockmachines:828,,miscutils,TRUE,,,,,
gtpp.recipe.chemicaldehydrator,gregtech:gt.blockmachines:911,,miscutils,TRUE,,,,,currently in GT's autoregister
gtpp.recipe.chemicaldehydrator,gregtech:gt.blockmachines:995,,miscutils,TRUE,,,,,
gtpp.recipe.slowfusionreactor,gregtech:gt.blockmachines:31015,,miscutils,TRUE,,,,,cannot find
gtpp.recipe.RTGgenerators,gregtech:gt.blockmachines:869,,miscutils,TRUE,,,,,
gtpp.recipe.cokeoven,gregtech:gt.blockmachines:791,,miscutils,TRUE,,,,,
gtpp.recipe.semifluidgeneratorfuels,gregtech:gt.blockmachines:837,,miscutils,TRUE,,,,,
gtpp.recipe.semifluidgeneratorfuels,gregtech:gt.blockmachines:838,,miscutils,TRUE,,,,,
gtpp.recipe.semifluidgeneratorfuels,gregtech:gt.blockmachines:839,,miscutils,TRUE,,,,,
gtpp.recipe.semifluidgeneratorfuels,gregtech:gt.blockmachines:31026,,miscutils,TRUE,,,,,
gtpp.recipe.fishpond,gregtech:gt.blockmachines:829,,miscutils,TRUE,,,,,
gtpp.recipe.multimixer,gregtech:gt.blockmachines:811,,miscutils,TRUE,,,,,
gtpp.recipe.cryogenicfreezer,gregtech:gt.blockmachines:910,,miscutils,TRUE,,,,,
gtpp.recipe.fissionfuel,gregtech:gt.blockmachines:835,,miscutils,TRUE,,,,,
gtpp.recipe.geothermalfuel,gregtech:gt.blockmachines:830,,miscutils,TRUE,,,,,cannot find recipe
gtpp.recipe.lftr,gregtech:gt.blockmachines:751,,miscutils,TRUE,,,,,
gtpp.recipe.lftr.2,gregtech:gt.blockmachines:751,,miscutils,TRUE,,,,,
gtpp.recipe.matterfab2,gregtech:gt.blockmachines:799,,miscutils,TRUE,,,,,
gtpp.recipe.multicentrifuge,gregtech:gt.blockmachines:790,,miscutils,TRUE,,,,,
gtpp.recipe.multielectro,gregtech:gt.blockmachines:796,,miscutils,TRUE,,,,,
gtpp.recipe.simplewasher,gregtech:gt.blockmachines:767,,miscutils,TRUE,,,,,
gtpp.recipe.simplewasher,gregtech:gt.blockmachines:31017,,miscutils,TRUE,,,,,
gtpp.recipe.simplewasher,gregtech:gt.blockmachines:31018,,miscutils,TRUE,,,,,
gtpp.recipe.simplewasher,gregtech:gt.blockmachines:31019,,miscutils,TRUE,,,,,
gtpp.recipe.simplewasher,gregtech:gt.blockmachines:31020,,miscutils,TRUE,,,,,
gtpp.recipe.vacfurnace,gregtech:gt.blockmachines:995,,miscutils,TRUE,,,,,
gtPlusPlus.nei.GT_NEI_FlotationCell,gregtech:gt.blockmachines:31028,,miscutils,TRUE,,,,,
gtPlusPlus.nei.GT_NEI_FluidReactor,gregtech:gt.blockmachines:998,,miscutils,TRUE,,,,,
gtPlusPlus.nei.GT_NEI_MillingMachine,gregtech:gt.blockmachines:31027,,miscutils,TRUE,,,,,
tonius.neiintegration.mods.harvestcraft.RecipeHandlerApiary,harvestcraft:apiary,,harvestcraft,TRUE,,,,,
tonius.neiintegration.mods.harvestcraft.RecipeHandlerChurn,harvestcraft:churn,,harvestcraft,TRUE,,,,,
tonius.neiintegration.mods.harvestcraft.RecipeHandlerOven,harvestcraft:oven,,harvestcraft,TRUE,,,,,
tonius.neiintegration.mods.harvestcraft.RecipeHandlerPresser,harvestcraft:presser,,harvestcraft,TRUE,,,,,
tonius.neiintegration.mods.harvestcraft.RecipeHandlerQuern,harvestcraft:quern,,harvestcraft,TRUE,,,,,
tonius.neiintegration.mods.railcraft.RecipeHandlerBlastFurnace,Railcraft:machine.alpha:12,,Railcraft,TRUE,,,,,
tonius.neiintegration.mods.railcraft.RecipeHandlerCokeOven,Railcraft:machine.alpha:7,,Railcraft,TRUE,,,,,
tonius.neiintegration.mods.railcraft.RecipeHandlerRockCrusher,Railcraft:machine.alpha:15,,Railcraft,TRUE,,,,,
tonius.neiintegration.mods.railcraft.RecipeHandlerRollingMachineShaped,Railcraft:machine.alpha:8,,Railcraft,TRUE,,,,,
tonius.neiintegration.mods.railcraft.RecipeHandlerRollingMachineShapeless,Railcraft:machine.alpha:8,,Railcraft,TRUE,,,,,
lumien.randomthings.Handler.ModCompability.NEI.ImbuingStationRecipeHandler,RandomThings:imbuingStation,,RandomThings,TRUE,,,,,
gt.recipe.researchStation,gregtech:gt.blockmachines:15331,,tectech,TRUE,,,,,
gt.recipe.em_scanner,tectech:item.em.definitionScanStorage,,tectech,TRUE,,,,,no recipe? don't know
com.djgiannuzz.thaumcraftneiplugin.nei.recipehandler.ArcaneShapedRecipeHandler,Thaumcraft:blockTable:15,,Thaumcraft,TRUE,,,,,
com.djgiannuzz.thaumcraftneiplugin.nei.recipehandler.ArcaneShapelessRecipeHandler,Thaumcraft:blockTable:15,,Thaumcraft,TRUE,,,,,
com.djgiannuzz.thaumcraftneiplugin.nei.recipehandler.CrucibleRecipeHandler,Thaumcraft:blockMetalDevice,,Thaumcraft,TRUE,,,,,
com.djgiannuzz.thaumcraftneiplugin.nei.recipehandler.InfusionRecipeHandler,Thaumcraft:blockStoneDevice:2,,Thaumcraft,TRUE,,,,,
ru.timeconqueror.tcneiadditions.nei.arcaneworkbench.ArcaneCraftingShapedHandler,Thaumcraft:blockTable:15,,Thaumcraft,TRUE,,,,,
tconstruct.plugins.nei.RecipeHandlerAlloying,TConstruct:Smeltery,,TConstruct,TRUE,,,,,
tconstruct.plugins.nei.RecipeHandlerCastingBasin,TConstruct:SearedBlock:2,,TConstruct,TRUE,,,,,
tconstruct.plugins.nei.RecipeHandlerCastingTable,TConstruct:SearedBlock,,TConstruct,TRUE,,,,,
tconstruct.plugins.nei.RecipeHandlerDryingRack,TConstruct:Armor.DryingRack,,TConstruct,TRUE,,,,,
tconstruct.plugins.nei.RecipeHandlerMelting,TConstruct:Smeltery,,TConstruct,TRUE,,,,,
alkalus.main.nei.NEI_Handler_Cauldron,witchery:cauldron,,WitcheryExtras,TRUE,,,,,
alkalus.main.nei.NEI_Handler_Distillery,witchery:distilleryidle,,WitcheryExtras,TRUE,,,,,
alkalus.main.nei.NEI_Handler_Kettle,witchery:kettle,,WitcheryExtras,TRUE,,,,,not working well
alkalus.main.nei.NEI_Handler_Oven,witchery:witchesovenidle,,WitcheryExtras,TRUE,,,,,not working well
alkalus.main.nei.NEI_Handler_SpinningWheel,witchery:spinningwheel,,WitcheryExtras,TRUE,,,,,
com.emoniph.witchery.integration.NEICauldronRecipeHandler,witchery:cauldron,,witchery,TRUE,,,,,
com.emoniph.witchery.integration.NEIDistilleryRecipeHandler,witchery:distilleryidle,,witchery,TRUE,,,,,
com.emoniph.witchery.integration.NEIKettleRecipeHandler,witchery:kettle,,witchery,TRUE,,,,,
com.emoniph.witchery.integration.NEISpinningWheelRecipeHandler,witchery:spinningwheel,,witchery,TRUE,,,,,
com.emoniph.witchery.integration.NEIWitchesOvenRecipeHandler,witchery:witchesovenidle,,witchery,TRUE,,,,,
witchinggadgets.client.nei.NEISpinningWheelHandler,WitchingGadgets:WG_WoodenDevice,,WitchingGadgets,TRUE,,,,,
gt.recipe.anvil,gregtech:gt.multitileentity:32031,,gregapi_post,TRUE,,,,,All GT6 catalysts listed below are automatically converted from handlers.csv and untested. Feel free to make changes and submit PRs.
gt.recipe.anvil.bend.big,gregtech:gt.multitileentity:32031,,gregapi_post,TRUE,,,,,
gt.recipe.anvil.bend.small,gregtech:gt.multitileentity:32031,,gregapi_post,TRUE,,,,,
gt.recipe.aquaticfarm,gregtech:gt.multitileentity:17131,,gregapi_post,TRUE,,,,,
gt.recipe.assembler,gregtech:gt.multitileentity:20621,,gregapi_post,TRUE,,,,,
gt.recipe.autoclave,gregtech:gt.multitileentity:22004,,gregapi_post,TRUE,,,,,
gt.recipe.bath,gregtech:gt.multitileentity:22002,,gregapi_post,TRUE,,,,,
gt.recipe.bedrockorelist,gregtech:gt.multitileentity:17999,,gregapi_post,TRUE,,,,,
gt.recipe.biolab,gregtech:gt.multitileentity:17127,,gregapi_post,TRUE,,,,,
gt.recipe.boxinator,gregtech:gt.multitileentity:20581,,gregapi_post,TRUE,,,,,
gt.recipe.bumblelyzer,gregtech:gt.multitileentity:20541,,gregapi_post,TRUE,,,,,
gt.recipe.bumblequeen,gregtech:gt.multiitem.bumblebee:1,"{""gt.bumble"": {}}",gregapi_post,TRUE,,,,,
gt.recipe.burnmixer,gregtech:gt.multitileentity:20521,,gregapi_post,TRUE,,,,,
gt.recipe.byproductlist,minecraft:diamond_ore,,gregapi_post,TRUE,,,,,
gt.recipe.canner,gregtech:gt.multitileentity:20161,,gregapi_post,TRUE,,,,,
gt.recipe.catalyticcracking,gregtech:gt.multitileentity:20481,,gregapi_post,TRUE,,,,,
gt.recipe.centrifuge,gregtech:gt.multitileentity:20081,,gregapi_post,TRUE,,,,,
gt.recipe.clustermill,gregtech:gt.multitileentity:20141,,gregapi_post,TRUE,,,,,
gt.recipe.coagulator,gregtech:gt.multitileentity:22000,,gregapi_post,TRUE,,,,,
gt.recipe.cokeoven,gregtech:gt.multitileentity:17000,,gregapi_post,TRUE,,,,,
gt.recipe.compressor,gregtech:gt.multitileentity:20101,,gregapi_post,TRUE,,,,,
gt.recipe.crackingtower,gregtech:gt.multitileentity:17115,,gregapi_post,TRUE,,,,,
gt.recipe.cruciblealloying,gregtech:gt.multitileentity:1005,,gregapi_post,TRUE,,,,,
gt.recipe.cruciblesmelting,gregtech:gt.multitileentity:1005,,gregapi_post,TRUE,,,,,
gt.recipe.crusher,gregtech:gt.multitileentity:20021,,gregapi_post,TRUE,,,,,
gt.recipe.cryodistillationtower,gregtech:gt.multitileentity:17111,,gregapi_post,TRUE,,,,,
gt.recipe.cryomixer,gregtech:gt.multitileentity:20571,,gregapi_post,TRUE,,,,,
gt.recipe.crystallisationcrucible,gregtech:gt.multitileentity:20251,,gregapi_post,TRUE,,,,,
gt.recipe.cutter,gregtech:gt.multitileentity:20061,,gregapi_post,TRUE,,,,,
gt.recipe.debarker,gregtech:gt.multitileentity:20551,,gregapi_post,TRUE,,,,,
gt.recipe.distillationtower,gregtech:gt.multitileentity:20191,,gregapi_post,TRUE,,,,,
gt.recipe.distillery,gregtech:gt.multitileentity:20191,,gregapi_post,TRUE,,,,,
gt.recipe.drying,gregtech:gt.multitileentity:20311,,gregapi_post,TRUE,,,,,
gt.recipe.electrolyzer,gregtech:gt.multitileentity:20091,,gregapi_post,TRUE,,,,,
gt.recipe.extruder,gregtech:gt.multitileentity:20202,,gregapi_post,TRUE,,,,,
gt.recipe.fermenter,gregtech:gt.multitileentity:22003,,gregapi_post,TRUE,,,,,
gt.recipe.fluidsolidifier,gregtech:gt.multitileentity:20611,,gregapi_post,TRUE,,,,,
gt.recipe.freezer,gregtech:gt.multitileentity:20561,,gregapi_post,TRUE,,,,,
gt.recipe.fuels.burn,gregtech:gt.multitileentity:1109,,gregapi_post,TRUE,,,,,
gt.recipe.fuels.engine,gregtech:gt.multitileentity:9147,,gregapi_post,TRUE,,,,,
gt.recipe.fuels.fluidbed,gregtech:gt.multitileentity:9009,,gregapi_post,TRUE,,,,,
gt.recipe.fuels.gas,gregtech:gt.multitileentity:1609,,gregapi_post,TRUE,,,,,
gt.recipe.fuels.plasma,gregtech:gt.multitileentity:17251,,gregapi_post,TRUE,,,,,
gt.recipe.fuels.turbine,gregtech:gt.multitileentity:17231,,gregapi_post,TRUE,,,,,
gt.recipe.fusionreactor,gregtech:gt.multitileentity:17198,,gregapi_post,TRUE,,,,,
gt.recipe.generifier,gregtech:gt.multitileentity:22001,,gregapi_post,TRUE,,,,,
gt.recipe.heatmixer,gregtech:gt.multitileentity:20506,,gregapi_post,TRUE,,,,,
gt.recipe.implosioncompressor,gregtech:gt.multitileentity:17110,,gregapi_post,TRUE,,,,,
gt.recipe.incubator,gregtech:gt.multitileentity:22005,,gregapi_post,TRUE,,,,,
gt.recipe.injector,gregtech:gt.multitileentity:20261,,gregapi_post,TRUE,,,,,
gt.recipe.ionizer,gregtech:gt.multitileentity:17315,,gregapi_post,TRUE,,,,,
gt.recipe.juicer,gregtech:gt.multitileentity:32722,,gregapi_post,TRUE,,,,,
gt.recipe.laminator,gregtech:gt.multitileentity:20391,,gregapi_post,TRUE,,,,,
gt.recipe.lasercutter,gregtech:gt.multitileentity:20631,,gregapi_post,TRUE,,,,,
gt.recipe.laserengraver,gregtech:gt.multitileentity:20321,,gregapi_post,TRUE,,,,,
gt.recipe.lathe,gregtech:gt.multitileentity:20041,,gregapi_post,TRUE,,,,,
gt.recipe.lightning,gregtech:gt.multitileentity:20501,,gregapi_post,TRUE,,,,,
gt.recipe.loom,gregtech:gt.multitileentity:20211,,gregapi_post,TRUE,,,,,
gt.recipe.magneticseparator,gregtech:gt.multitileentity:20301,,gregapi_post,TRUE,,,,,
gt.recipe.maskaligner,gregtech:gt.multitileentity:17122,,gregapi_post,TRUE,,,,,
gt.recipe.massfab,gregtech:gt.multitileentity:20411,,gregapi_post,TRUE,,,,,
gt.recipe.mixer,gregtech:gt.multitileentity:20181,,gregapi_post,TRUE,,,,,
gt.recipe.mortar,gregtech:gt.multitileentity:32735,,gregapi_post,TRUE,,,,,
gt.recipe.nanofab,gregtech:gt.multitileentity:20441,,gregapi_post,TRUE,,,,,
gt.recipe.oilcleaner,gregtech:gt.multitileentity:17116,,gregapi_post,TRUE,,,,,
gt.recipe.particlecollider,gregtech:gt.multitileentity:17200,,gregapi_post,TRUE,,,,,
gt.recipe.plantalyzer,gregtech:gt.multitileentity:20531,,gregapi_post,TRUE,,,,,
gt.recipe.polarizer,gregtech:gt.multitileentity:20221,,gregapi_post,TRUE,,,,,
gt.recipe.press,gregtech:gt.multitileentity:20231,,gregapi_post,TRUE,,,,,
gt.recipe.printer,gregtech:gt.multitileentity:20271,,gregapi_post,TRUE,,,,,
gt.recipe.replicator,gregtech:gt.multitileentity:20431,,gregapi_post,TRUE,,,,,
gt.recipe.roaster,gregtech:gt.multitileentity:20171,,gregapi_post,TRUE,,,,,
gt.recipe.rollbender,gregtech:gt.multitileentity:20121,,gregapi_post,TRUE,,,,,
gt.recipe.rollformer,gregtech:gt.multitileentity:20131,,gregapi_post,TRUE,,,,,
gt.recipe.rollingmill,gregtech:gt.multitileentity:20111,,gregapi_post,TRUE,,,,,
gt.recipe.scannermolecular,gregtech:gt.multitileentity:20423,,gregapi_post,TRUE,,,,,
gt.recipe.scannervisuals,gregtech:gt.multitileentity:20281,,gregapi_post,TRUE,,,,,
gt.recipe.sharpener,gregtech:gt.multitileentity:20511,,gregapi_post,TRUE,,,,,
gt.recipe.shredder,gregtech:gt.multitileentity:20011,,gregapi_post,TRUE,,,,,
gt.recipe.sifter,gregtech:gt.multitileentity:20051,,gregapi_post,TRUE,,,,,
gt.recipe.slicer,gregtech:gt.multitileentity:20381,,gregapi_post,TRUE,,,,,
gt.recipe.sluice,gregtech:gt.multitileentity:20291,,gregapi_post,TRUE,,,,,
